Variable,Group1,Group2,Test,Statistic,p_value,Cohen_d,Mean_Group1,Mean_Group2,Std_Group1,Std_Group2,median_Group1,median_Group2,MAD_Group1,MAD_Group2,adj_p_value,Significant
dfv_std_EEG C3,Control,COBRAD,Mann-Whitney U,6551.0,0.012964019142084652,0.14949203062884525,5.234421461733524,5.532791698697319,2.1536941257998747,1.5489106644913877,4.687791067181431,5.451898730899996,1.101812284762436,0.9848682468315593,0.01529314800489986,True
min_EEG C4,Control,COBRAD,Mann-Whitney U,14257.0,7.868089196629084e-24,-1.1602215099270234,-3.963140340869582e-05,-9.55764716636468e-05,1.980219159966539e-05,8.36804679165481e-05,-3.5346921333351446e-05,-7.415189212797145e-05,1.0971058941906132e-05,2.1779010245234195e-05,2.5589673275017959e-23,True
max_EEG C4,Control,COBRAD,Mann-Whitney U,2647.0,9.26438733265368e-19,1.0265343250206418,4.481948759377435e-05,9.48760525444237e-05,2.45252814794404e-05,8.170697323541666e-05,3.88836223031115e-05,7.18526982711273e-05,1.2959359523536588e-05,2.4179731310615445e-05,2.3028619941167716e-18,True
mean_EEG C4,Control,COBRAD,Mann-Whitney U,6723.0,0.02748216681959629,0.16031940027657895,-4.699139941612548e-09,3.989650807397672e-09,6.242011361016696e-08,2.483518915180358e-08,-2.744834268531841e-09,3.235643225259896e-09,1.1047605040893024e-08,9.253241725598402e-09,0.0314598488592747,True
median_EEG C4,Control,COBRAD,Mann-Whitney U,5720.0,0.00012388863481804771,0.37157307316277816,-3.854770736873916e-08,-1.0464974377987705e-09,1.0159124946175164e-07,9.929619394871378e-08,-3.3687858710062576e-08,2.0900563327286737e-09,4.0573513914321016e-08,3.7812001282807756e-08,0.0001664604050837089,True
std_EEG C4,Control,COBRAD,Mann-Whitney U,3895.0,9.699886253122457e-12,0.7715417675571979,6.153729496893487e-06,9.677978405677485e-06,2.3887185077473063e-06,7.5858695754253765e-06,5.597816637178462e-06,7.844711230727546e-06,1.4723544327460585e-06,2.0655698836524588e-06,1.7310566236341615e-11,True
psd_mean_EEG C4,Control,COBRAD,Mann-Whitney U,3287.0,6.1318324628950655e-15,0.38171249765664167,9.324730042105207e-13,5.338766288332887e-12,8.789321742519793e-13,2.1303050192555685e-11,6.260119090481702e-13,1.6325987260243077e-12,2.856484743085651e-13,7.612492813152468e-13,1.277771076100289e-14,True
psd_std_EEG C4,Control,COBRAD,Mann-Whitney U,2975.0,9.619037843334528e-17,0.30004053952147475,1.9638356631069904e-12,1.7146375577759506e-11,2.1047765847026455e-12,9.351814208582114e-11,1.2378335176665812e-12,3.6445773839529796e-12,6.107526567154411e-13,1.9979178940376143e-12,2.1736527074548153e-16,True
fft_mean_EEG C4,Control,COBRAD,Mann-Whitney U,1435.0,2.8359351821398087e-27,1.6100751603512198,0.002160744579818789,0.004992848898688089,0.0008389598839776856,0.002979548162995191,0.0019879472310806,0.004315510933538519,0.0005361441554459999,0.0012788546392841994,1.333656004573856e-26,True
fft_std_EEG C4,Control,COBRAD,Mann-Whitney U,1609.0,5.999226330138534e-26,0.987466993208904,0.0030699816390123693,0.007334938480216351,0.0015086548497079096,0.007634553215488655,0.0026672943876711,0.005874482266465904,0.0007433763168666998,0.0015126129368811612,2.3197008476535663e-25,True
delta_power_EEG C4,Control,COBRAD,Mann-Whitney U,1360.0,7.425631170618391e-28,0.6584495424709051,7.662360622032718e-12,4.837152653445868e-11,8.991342856246935e-12,1.1347307907422198e-10,4.710131542137388e-12,2.2689708981796735e-11,1.8901950518803743e-12,1.1453478217885194e-11,3.745100938224927e-27,True
theta_power_EEG C4,Control,COBRAD,Mann-Whitney U,4062.0,6.198333264834772e-11,0.4938893852272556,8.516449513951421e-12,1.9777360764486497e-11,1.1032286587552554e-11,3.851346113619908e-11,4.3001978302970136e-12,1.0421347562289273e-11,2.3215942491527013e-12,4.7505622606474135e-12,1.0678316713675745e-10,True
alpha_power_EEG C4,Control,COBRAD,Mann-Whitney U,6445.0,0.007874349631053545,0.22192699882240927,8.126805399857928e-12,1.0884280160990388e-11,9.470586224242272e-12,1.7633017155321657e-11,4.6118393717022356e-12,6.447282371024922e-12,2.579304644665294e-12,2.9652029019802397e-12,0.009449219557264254,True
beta_power_EEG C4,Control,COBRAD,Mann-Whitney U,5567.0,4.360289492618315e-05,0.5202798992964468,9.458983939297765e-12,2.0193190416026033e-11,8.890594599758295e-12,3.5558378049962916e-11,6.411927806619661e-12,1.0754226708619747e-11,3.4409253378855717e-12,5.241726101410665e-12,5.9272685290280215e-05,True
gamma_power_EEG C4,Control,COBRAD,Mann-Whitney U,2634.0,7.662658345758252e-19,0.29097250827355375,5.172446356043123e-12,9.668741270274088e-11,5.024414820771401e-12,5.815650858806793e-10,3.5611327543746987e-12,1.4412681985229807e-11,1.6882115966560952e-12,8.627542568944514e-12,1.9184209383624975e-18,True
skewness_EEG C4,Control,COBRAD,Mann-Whitney U,10725.0,1.615749489320703e-05,-0.4739017937838033,0.0528070335331028,-0.004427565627121339,0.1298730194967235,0.09522102196689068,0.0406470804969103,-0.010128554077419086,0.0557938210574648,0.04778096840171163,2.2764405760469824e-05,True
kurtosis_EEG C4,Control,COBRAD,Mann-Whitney U,915.0,1.9296123091563144e-31,1.3244513395739022,0.9590813205871443,3.510409080791491,1.4422896714770617,2.7669919627403314,0.6303339556074605,2.55744824868371,0.2403794709498821,0.8686895366835173,1.9185859531039927e-30,True
mean_mpf_EEG C4,Control,COBRAD,Mann-Whitney U,9593.0,0.013569276833539952,-0.21937939685060845,10.760962381224372,10.223185369110798,2.3674536484086257,2.6433834709551056,10.422221995144785,9.88104735674713,1.4073515137242953,1.073352860989031,0.01589935467364277,True
median_mpf_EEG C4,Control,COBRAD,Mann-Whitney U,10124.0,0.0008580124358900822,-0.30419535563339095,10.758254602085975,9.994326026494377,2.3918731247447096,2.7791583219897538,10.51371070455696,9.604005099029884,1.4921074590564913,1.2468831553711794,0.0010977512047417228,True
pswe_percentage_EEG C4,Control,COBRAD,Mann-Whitney U,978.0,6.306694832668978e-36,1.1467255186369278,1.468472540558919,9.368500088891341,6.925721356469531,6.8000342712164255,0.0,8.045261731467363,0.0,3.576973545741012,1.4631532011792028e-34,True
pswe_events_per_minute_EEG C4,Control,COBRAD,Mann-Whitney U,1093.0,7.935766942999075e-35,1.434453430950098,0.10001284822497902,0.6180269387198232,0.34639856479572756,0.3944849772132523,0.0,0.5780205424714455,0.0,0.19609712656336686,1.3717032414198643e-33,True
pswe_avg_length_EEG C4,Control,COBRAD,Mann-Whitney U,2643.0,9.82579658115857e-22,1.4497998036664144,1.682098423571712,5.599145397972932,2.995281283860415,1.8037865893226102,0.0,5.6146873966938005,0.0,1.1118561168048848,2.7137914367009386e-21,True
dfv_mean_EEG C4,Control,COBRAD,Mann-Whitney U,11581.0,1.1528849009050938e-08,-0.5130166652035014,6.843315248064759,5.55502609445842,2.266694805726266,3.022083167911955,6.831333333333333,5.026909348009586,1.348508563899868,1.1267762792546934,1.848866108363929e-08,True
dfv_std_EEG C4,Control,COBRAD,Mann-Whitney U,6207.0,0.002326274783000935,0.19303731141802954,4.976310838393472,5.339533111340448,2.007776608360672,1.5339969301967102,4.4413409895555045,5.0778960700340985,1.0396015660334448,0.7448530121744072,0.0028809381654246453,True
min_EEG P3,Control,COBRAD,Mann-Whitney U,15226.0,2.4741139648519956e-31,-1.8216354638057586,-3.789605572861263e-05,-0.00010512826086755458,1.9112176439285985e-05,6.143625915165391e-05,-3.2707285202418984e-05,-8.553270724815408e-05,9.703502881036792e-06,2.6449482523888474e-05,2.327004485860796e-30,True
max_EEG P3,Control,COBRAD,Mann-Whitney U,1219.0,5.744288713486339e-29,1.6577884441495403,4.004225519161033e-05,0.00010584987974849069,2.3974565915563134e-05,6.32292359896733e-05,3.25826550314071e-05,8.880998433795741e-05,9.094729579165363e-06,2.9040339980875422e-05,3.4366735996651838e-28,True
mean_EEG P3,Control,COBRAD,Mann-Whitney U,8295.0,0.7231387169891803,0.025882691682983044,-3.5924156763263193e-09,-1.6427632587964206e-09,8.711562230589601e-08,3.225104965069345e-08,-1.9543575548320837e-10,3.3163824919328545e-10,9.992939833000112e-09,1.0693971888013647e-08,0.7294268797456079,False
median_EEG P3,Control,COBRAD,Mann-Whitney U,8942.0,0.159098516749395,-0.22688195462430547,2.579127034386295e-08,-1.4707033147634873e-08,1.449594793484304e-07,2.410673657508448e-07,1.6602025776433218e-08,7.160443831672139e-09,3.890183123406573e-08,4.671131055110893e-08,0.17141264343278473,False
std_EEG P3,Control,COBRAD,Mann-Whitney U,2325.0,7.383218901605683e-21,1.2848901086956275,5.756486749005826e-06,1.070291216683656e-05,2.548998776283381e-06,5.912611200857539e-06,5.1444390101929415e-06,9.362493642530969e-06,1.361057753260839e-06,2.3479558660622806e-06,1.9764309059682906e-20,True
psd_mean_EEG P3,Control,COBRAD,Mann-Whitney U,2011.0,5.104996662086683e-23,0.6568315435926552,8.659764392119493e-13,4.563010990682959e-12,9.287417792329418e-13,1.0307960315871938e-11,5.70119295956214e-13,2.2628010331870563e-12,2.9871078321900065e-13,1.1423345971088683e-12,1.5055413884798015e-22,True
psd_std_EEG P3,Control,COBRAD,Mann-Whitney U,1804.0,1.6686240421278257e-24,0.4495344347616697,1.8659630531222332e-12,1.2448621153147723e-11,2.3123457778756655e-12,4.3385206411502267e-11,1.0153013144438505e-12,4.911483994798383e-12,5.878764007832825e-13,2.5000074969499425e-12,5.692952614318464e-24,True
fft_mean_EEG P3,Control,COBRAD,Mann-Whitney U,646.0,1.0193941094156597e-33,1.87947908335406,0.0019477857518596627,0.005679579511462783,0.0008357117402564443,0.0034339528369784437,0.0017593120500568,0.004699281174212092,0.0004165251556202999,0.0012730650120092379,1.4781214586527066e-32,True
fft_std_EEG P3,Control,COBRAD,Mann-Whitney U,1003.0,1.0290366746624532e-30,1.6031333548277311,0.002932264528692748,0.007905387093490392,0.001582685790456004,0.0051814771331116114,0.0025323244727901,0.006934090844143984,0.0008523273366303,0.0016643712659534108,8.294064966983304e-30,True
delta_power_EEG P3,Control,COBRAD,Mann-Whitney U,588.0,3.2100337644523943e-34,1.4517566826763466,6.14879132805402e-12,5.2101910200074314e-11,7.315742945973508e-12,5.74185226709827e-11,3.841865266196306e-12,3.07842441255554e-11,1.7803394568363187e-12,1.6416014923526212e-11,4.8569206523018837e-33,True
theta_power_EEG P3,Control,COBRAD,Mann-Whitney U,2803.0,8.73090062100544e-18,0.7181960620456045,7.882764747323912e-12,2.19233582088834e-11,1.23968053433772e-11,3.0580102181211795e-11,3.840078633538262e-12,1.2197333139309977e-11,2.333303963928492e-12,5.666067397773318e-12,2.0529414973715495e-17,True
alpha_power_EEG P3,Control,COBRAD,Mann-Whitney U,5363.0,9.879798129940449e-06,0.3199258041757192,8.215698034438574e-12,1.2519327714322025e-11,1.1072547215507194e-11,1.7948745950317364e-11,4.4637700156447e-12,7.637620840036702e-12,2.804328056478901e-12,3.265701751417959e-12,1.403334591518072e-05,True
beta_power_EEG P3,Control,COBRAD,Mann-Whitney U,4471.0,4.2878012835110284e-09,0.6834561598740568,9.431910151476578e-12,2.405542577522526e-11,9.779990537415484e-12,3.652589819593457e-11,6.065178120329046e-12,1.203852614703565e-11,3.5623385646374815e-12,5.7216541712550625e-12,7.0718239178286155e-09,True
gamma_power_EEG P3,Control,COBRAD,Mann-Whitney U,1110.0,7.663296511925498e-30,0.430504733682706,4.125583563531422e-12,6.847527389923507e-11,4.814292477359943e-12,2.7631626997393323e-10,2.714342648328773e-12,1.7490190596020582e-11,1.3064951894994466e-12,9.91236562448336e-12,5.333654372300147e-29,True
skewness_EEG P3,Control,COBRAD,Mann-Whitney U,6934.0,0.06275543054515492,0.1510561616518515,-0.01833630629060335,0.002231981035007726,0.13246707575657776,0.14471678943896155,-0.0361046294212856,-0.00453201120446708,0.06302173606913769,0.04626503294321151,0.06846046968562355,False
kurtosis_EEG P3,Control,COBRAD,Mann-Whitney U,1022.0,1.4730771139721014e-30,0.8756347575676029,1.1646503662605452,3.5026892140992665,2.897338549036278,2.0169905450461694,0.6438072781467485,2.7156701107108674,0.23798891094632074,0.7824902618699282,1.1144148601354158e-29,True
mean_mpf_EEG P3,Control,COBRAD,Mann-Whitney U,9223.0,0.0620684065937661,-0.17007061968216575,10.74823146055146,10.342654183961061,2.304387389775162,2.5688523405641117,10.589935689686715,10.147252926665205,1.3962178998986996,1.34836601134929,0.06792391664978177,False
median_mpf_EEG P3,Control,COBRAD,Mann-Whitney U,9780.0,0.0055532510371226786,-0.2815665069784822,10.762145855295845,10.070788808328558,2.355741880516726,2.681250796091741,10.692351800168248,9.89305497650795,1.3774160051505877,1.4837488746922638,0.006710178336523237,True
pswe_percentage_EEG P3,Control,COBRAD,Mann-Whitney U,809.0,4.293369718369291e-37,1.080547493063069,1.6360249056987244,9.74325664389867,7.921486781063548,6.377313300500804,0.0,8.899866864588498,0.0,3.5049748593363224,1.2450772183270945e-35,True
pswe_events_per_minute_EEG P3,Control,COBRAD,Mann-Whitney U,920.0,5.073246973395124e-36,1.3816330739094596,0.1049841331562516,0.6418854844287396,0.39854769303964893,0.36340078753792926,0.0,0.5979483436095037,0.0,0.19992412719103203,1.2610642476725022e-34,True
pswe_avg_length_EEG P3,Control,COBRAD,Mann-Whitney U,2392.5,2.4163121565250948e-23,1.502871873752479,1.7484236468396466,5.820920478671195,3.0295536880861946,1.7036769525507705,0.0,5.9350525380403365,0.0,1.0134377946792035,7.248936469575284e-23,True
dfv_mean_EEG P3,Control,COBRAD,Mann-Whitney U,11702.0,3.555733144670438e-09,-0.5734161291981721,7.21322188194834,5.64581758738314,2.5887008310882167,3.055465599802503,6.93841059602649,5.058893555891114,1.4262847444753017,1.139570557439587,5.920550882034988e-09,True
dfv_std_EEG P3,Control,COBRAD,Mann-Whitney U,5598.0,5.4135333787930634e-05,0.43678159916911286,4.790520966927106,5.5524618979277784,1.783522705818005,1.6460481375292364,4.496903959162126,5.382970976281781,0.8916853585172584,0.9752980963866129,7.330387610194498e-05,True
min_EEG P4,Control,COBRAD,Mann-Whitney U,10294.0,0.000305882147107459,-0.6143731414632687,-3.8941594928379054e-05,-5.8324555238178554e-05,1.9056870691140597e-05,5.0250202507573036e-05,-3.47786157874366e-05,-5.235192549236024e-05,8.85283610309428e-06,2.291088184170275e-05,0.00040784286280994535,True
max_EEG P4,Control,COBRAD,Mann-Whitney U,5530.0,3.357212674913931e-05,0.5292317248720878,4.0833344534450184e-05,5.92923682013141e-05,2.787574973813405e-05,4.7749060778843675e-05,3.4633781735507346e-05,5.21993418821532e-05,1.0034355622137735e-05,1.9202600040016437e-05,4.673240043480192e-05,True
mean_EEG P4,Control,COBRAD,Mann-Whitney U,6308.0,0.003969718382141982,0.1878292495291081,-8.354554953473885e-09,5.826782420023548e-09,8.887832559643913e-08,1.9482923207740288e-08,-1.8619576313760977e-09,1.3352831521160853e-09,1.0327349253484386e-08,5.287633127733233e-09,0.004881491155425476,True
median_EEG P4,Control,COBRAD,Mann-Whitney U,9448.0,0.0255958043415977,-0.1545719049404063,1.547654597252124e-08,-1.0075318014447364e-09,1.1937599028240466e-07,6.640210700484683e-08,1.2522440890959671e-08,4.2643647522679e-10,4.334352280024501e-08,2.8701995576632865e-08,0.029494503016145694,True
std_EEG P4,Control,COBRAD,Mann-Whitney U,8996.0,0.1346364788863599,-0.06090950296699912,5.926934589827958e-06,5.738550295031021e-06,2.277845952278942e-06,4.489703125815531e-06,5.3191792795307345e-06,5.538206255803476e-06,1.3316395173559709e-06,2.047421255366268e-06,0.145961042531007,False
psd_mean_EEG P4,Control,COBRAD,Mann-Whitney U,6693.0,0.02422987312703456,0.33298990873940365,8.859352803377389e-13,1.8167002933218158e-12,7.909526817528106e-13,5.0204309093574645e-12,6.034682634888524e-13,8.651700563894778e-13,2.9052386611994786e-13,5.597154482357603e-13,0.028013275243216035,True
psd_std_EEG P4,Control,COBRAD,Mann-Whitney U,6207.0,0.002326274783000935,0.28113579974887565,1.9193718866639276e-12,5.261504826774749e-12,1.9358249556299417e-12,2.1776695946730742e-11,1.2490253937848776e-12,1.973574361425896e-12,6.314535877023491e-13,1.2406113692822593e-12,0.0028809381654246453,True
fft_mean_EEG P4,Control,COBRAD,Mann-Whitney U,5532.0,3.405293061709925e-05,0.8213251028605546,0.0019762662785818676,0.0029073608293912795,0.000735474253252395,0.001756710867391723,0.0018423673058831998,0.0025721862683123963,0.00043596738008639985,0.0010412246751111357,4.7212828106575853e-05,True
fft_std_EEG P4,Control,COBRAD,Mann-Whitney U,5943.0,0.0005107100362984022,0.4979779460835856,0.0030377076062519845,0.004345346212467611,0.0014447491541385788,0.004304600519657055,0.0026561116916785,0.003952007099249134,0.0007626458786221999,0.0016432356726087634,0.0006631607934024029,True
delta_power_EEG P4,Control,COBRAD,Mann-Whitney U,3516.0,1.1007916376724551e-13,1.0012313945313456,6.800709674180088e-12,1.7759903612894244e-11,8.083619554689436e-12,1.5861828077141312e-11,4.3307474529566146e-12,1.324726468791023e-11,1.8883801237207835e-12,8.495280297325727e-12,2.1281971661667465e-13,True
theta_power_EEG P4,Control,COBRAD,Mann-Whitney U,6922.0,0.060044584247353525,0.025652968128194894,7.833201140309069e-12,8.059057514912706e-12,9.582763677564765e-12,6.548285952981238e-12,4.290191612781003e-12,6.144589293881956e-12,2.429391364496167e-12,3.8433981645027906e-12,0.06612504847493363,False
alpha_power_EEG P4,Control,COBRAD,Mann-Whitney U,9973.0,0.002019038291205169,-0.3980251591925336,8.253783637715884e-12,5.1116292088474116e-12,8.891442573676208e-12,4.671401620887878e-12,5.033195982788269e-12,3.5621665070974685e-12,2.724735700134021e-12,2.3210931452185777e-12,0.002527429227839564,True
beta_power_EEG P4,Control,COBRAD,Mann-Whitney U,9325.0,0.04215914182696195,-0.054910846583071625,9.406921020174036e-12,8.91588650288276e-12,8.173400234247645e-12,1.0574268574962389e-11,6.720358421435957e-12,5.124385301694381e-12,3.363453732556966e-12,2.9408029613363312e-12,0.047174859664896325,True
gamma_power_EEG P4,Control,COBRAD,Mann-Whitney U,5006.0,5.695262976484229e-07,0.34235868177608064,3.944568857479191e-12,3.013341870677739e-11,3.812223507332232e-12,1.41335256640613e-10,2.9484004280944e-12,6.1227363958225636e-12,1.3572706905442146e-12,4.145805340879975e-12,8.469878272720135e-07,True
skewness_EEG P4,Control,COBRAD,Mann-Whitney U,6898.5,0.055016805121054044,0.10125561819084274,-0.02096325299162828,-0.009096259764212057,0.12813227111834757,0.0851155690695548,-0.0234561603020943,0.00224475535995416,0.0580187193266099,0.04145108680806128,0.06097403879658219,False
kurtosis_EEG P4,Control,COBRAD,Mann-Whitney U,2791.0,7.36377590428814e-18,0.5182172681240341,1.1399818488901547,2.7665120852212572,2.5211541222661555,4.278910650345197,0.6218428294691369,1.7758739854874217,0.25077330628943845,0.7434411873215475,1.743261234484539e-17,True
mean_mpf_EEG P4,Control,COBRAD,Mann-Whitney U,14336.0,2.110466875825908e-24,-1.4799240088736512,10.475530330322579,6.620487568128449,2.1944749593225774,3.398787755948117,10.311557085750264,6.504918031959276,1.3412120566985184,1.9236854126399243,7.130509444538018e-24,True
median_mpf_EEG P4,Control,COBRAD,Mann-Whitney U,14470.0,2.181325293414985e-25,-1.5353572876229877,10.503487683723234,6.470416506244323,2.2253899332578064,3.40778697271595,10.294203700240786,6.4563337455581316,1.3084678229231468,1.9509309457448576,8.2511000229175525e-25,True
pswe_percentage_EEG P4,Control,COBRAD,Mann-Whitney U,1377.0,4.417404991853656e-32,0.7686804391121279,1.549122529685443,7.143472192900989,7.45529553705983,6.829467811599606,0.0,6.358783358314568,0.0,3.8554905413485674,4.658354355045674e-31,True
pswe_events_per_minute_EEG P4,Control,COBRAD,Mann-Whitney U,1570.0,2.3529251075747778e-30,0.8542273820845679,0.10528391515285339,0.4530888037145397,0.4055502795535493,0.4110197941872833,0.0,0.3798472414286118,0.0,0.2142222472750432,1.6710570151755565e-29,True
pswe_avg_length_EEG P4,Control,COBRAD,Mann-Whitney U,3686.0,1.0984424403459006e-14,0.8194193250450815,1.688164620097742,3.8761005608069916,2.9163502296849573,1.9495546424370238,0.0,3.808150461811543,0.0,1.567755641590029,2.261881474795109e-14,True
dfv_mean_EEG P4,Control,COBRAD,Mann-Whitney U,14625.0,1.4894040082869526e-26,-1.346006057702537,7.009604104473243,3.5952107623863148,2.2787853031069965,3.07243907412821,6.909516380655226,3.260359209843998,1.4131309823230573,1.0335872578183494,6.320885303461702e-26,True
dfv_std_EEG P4,Control,COBRAD,Mann-Whitney U,11441.0,4.289057994594252e-08,-0.7786790117510608,4.6109980130468955,3.345523918939941,1.699164163537346,1.4303135303473682,4.33766118818452,3.414693931591155,0.9029646707788581,0.9870215524726154,6.693238484837667e-08,True
min_EEG O1,Control,COBRAD,Mann-Whitney U,1215.0,5.337001864414709e-29,1.0131379062202168,-4.1609545521922754e-05,-1.2859321631094398e-05,2.0490865715325028e-05,4.1687570334315375e-05,-3.759105236159338e-05,-1.468051415636636e-08,1.0876666900866178e-05,1.6927879982807108e-07,3.2583800856426645e-28,True
max_EEG O1,Control,COBRAD,Mann-Whitney U,14186.0,2.531333066826723e-23,-0.6796150541702378,4.117356941897265e-05,1.9092198116856534e-05,2.4246220765631546e-05,4.6771689014181244e-05,3.5401015415512395e-05,7.1509518850345484e-06,1.0395548886431987e-05,5.205597153250685e-06,7.529093224407689e-23,True
mean_EEG O1,Control,COBRAD,Mann-Whitney U,6793.0,0.03656519039857505,0.1748010667041617,-7.151030850239455e-09,2.5273523662569113e-09,6.563018107597348e-08,7.809639181824012e-09,-1.3230378211399999e-09,1.291807232718804e-12,1.0170243787800771e-08,1.255658717912496e-12,0.04144848944203296,True
median_EEG O1,Control,COBRAD,Mann-Whitney U,11443.0,4.210628134321122e-08,-0.458861200024301,5.272835426947543e-08,-3.896584641956406e-09,1.461480043108432e-07,1.9826962137897322e-08,3.2316863317503825e-08,1.5869690200029113e-12,5.454438405147778e-08,2.7657320747643664e-12,6.600444102449325e-08,True
std_EEG O1,Control,COBRAD,Mann-Whitney U,788.0,1.6619897924834997e-32,2.2442067262430214,6.264509946677758e-06,0.002701268630419665,2.6437122959607916e-06,0.002220716933930829,5.7351793322533685e-06,0.0021751157398420384,1.563992822920681e-06,0.0009555663046945277,1.807413899325806e-31,True
psd_mean_EEG O1,Control,COBRAD,Mann-Whitney U,788.0,1.6619897924834997e-32,2.172132261895277,1.0352044525174246e-12,0.003875762714129421,1.0485169265908334e-12,0.0032996531408135093,7.159608358716791e-13,0.003223053455439529,3.672906647841259e-13,0.0012793688963160113,1.807413899325806e-31,True
psd_std_EEG O1,Control,COBRAD,Mann-Whitney U,1518.0,1.2279276216958423e-26,0.47955513802047384,2.4365430992335406e-12,4.658136287734203e-11,2.8579414280710375e-12,1.701729095555611e-10,1.5475199851379878e-12,1.2372914651973998e-11,8.678876825170042e-13,6.427139398764604e-12,5.275540893211767e-26,True
fft_mean_EEG O1,Control,COBRAD,Mann-Whitney U,14437.0,3.8308507314958635e-25,-1.3165753081417768,0.0020159878602036543,0.0006490818500797402,0.0007745052497894456,0.001494893200743864,0.0018773049631299,1.2742190033579612e-11,0.00044179348304090003,1.153178871302771e-11,1.4033011100637477e-24,True
fft_std_EEG O1,Control,COBRAD,Mann-Whitney U,14583.0,3.101163595779711e-26,-0.2643247986994293,0.003263081510269572,0.0017971059045447236,0.0016597341735930954,0.009925914070249208,0.0028976241128217,8.163374135360931e-12,0.0008643988558838999,7.015651685137034e-12,1.2847677753944517e-25,True
delta_power_EEG O1,Control,COBRAD,Mann-Whitney U,5794.0,0.00020098616224247724,0.5151131834925513,7.072437516437879e-12,1.4348520524623428e-11,7.65128775374376e-12,2.3252032003756994e-11,4.822281946772121e-12,8.23301526456534e-12,1.8925013603737042e-12,4.694660547872287e-12,0.00026901224792454646,True
theta_power_EEG O1,Control,COBRAD,Mann-Whitney U,6007.0,0.0007494050855236788,0.24080523757001462,9.368521010758568e-12,8.014310450906669e-11,1.2451157141597104e-11,5.431663238341193e-10,4.779738348244797e-12,8.614061864819319e-12,2.9061783639071436e-12,5.129433850704186e-12,0.0009658998880082972,True
alpha_power_EEG O1,Control,COBRAD,Mann-Whitney U,10638.0,3.0381907222749133e-05,-0.8024342369020386,1.0821446824316605e-11,-0.06105949525276252,1.403204276777601e-11,0.1407152397319498,6.511210888610487e-12,-0.011779429649116782,4.038292607388486e-12,0.04161436954008395,4.2461460696854206e-05,True
beta_power_EEG O1,Control,COBRAD,Mann-Whitney U,788.0,1.6619897924834997e-32,1.594224180661171,1.0886111042467328e-11,2.1765526101958113,1.1330831259080477e-11,2.5247428566793038,6.981112852394367e-12,1.4240617710068046,3.949946444789838e-12,0.6414353040882103,1.807413899325806e-31,True
gamma_power_EEG O1,Control,COBRAD,Mann-Whitney U,788.0,1.6619897924834997e-32,3.8346863247080645,3.9154639789922885e-12,4.845335231946872,3.655648659864687e-12,2.3366375962574417,2.8677033445785548e-12,4.615589326377746,1.2308095353970807e-12,1.2478133378491632,1.807413899325806e-31,True
skewness_EEG O1,Control,COBRAD,Mann-Whitney U,210.0,1.3848397993448849e-37,3.661655351382826,-0.05750811157352139,4.697438949862211,0.12814277871588486,2.393118716225442,-0.0644125719741474,4.437514787509855,0.06988700715371181,1.2494420573342182,5.354713890800222e-36,True
kurtosis_EEG O1,Control,COBRAD,Mann-Whitney U,2673.0,1.3521344200950386e-18,1.5657446713663807,0.9791588393048942,5.323030243544731,1.293548563087934,4.719361349792654,0.6853371764806075,4.31735746592717,0.26858177477056483,2.7446748777833223,3.3136815365709396e-18,True
mean_mpf_EEG O1,Control,COBRAD,Mann-Whitney U,15932.0,1.7813021750869422e-37,-3.8338756769927635,10.136311269455492,1.614225221586644,2.0311158333151145,2.6295456457959694,9.869880668173842,0.39771714628050814,1.147918303188506,0.3858054324775734,6.19893156930256e-36,True
median_mpf_EEG O1,Control,COBRAD,Mann-Whitney U,15602.0,1.5592258936825468e-34,-2.5597829747139573,10.183901905274649,4.149318596875794,2.058598203883073,2.9582375549757165,9.887079409860526,3.6694166748324295,1.0050804417384374,1.8027059864820976,2.4664118681887557e-33,True
pswe_percentage_EEG O1,Control,COBRAD,Mann-Whitney U,1882.0,6.0350112161499225e-28,0.2808106601677161,1.8535446804962308,4.037921582577648,9.037699064969278,3.0469994965549954,0.0,3.170182174411006,0.0,1.7663200068734142,3.088505740029666e-27,True
pswe_events_per_minute_EEG O1,Control,COBRAD,Mann-Whitney U,658.0,2.3961734835563085e-39,2.9211669600995287,0.11394604243585922,2.7249462274034064,0.39338265699393093,1.5354603251416143,0.0,2.4945883410359855,0.0,0.6978846977653144,1.6677367445551907e-37,True
pswe_avg_length_EEG O1,Control,COBRAD,Mann-Whitney U,8324.0,0.6179038075701997,-0.363498117587632,1.7383767372017322,0.7312263564509016,3.1987774229516304,1.2221560795477746,0.0,0.0,0.0,0.0,0.6305880499543387,False
dfv_mean_EEG O1,Control,COBRAD,T-test,22.86029749848592,1.0183997560144247e-65,-3.004304444456038,6.92402090653683,0.727366962263759,2.0118401901878307,2.180516499571952,6.977198697068404,0.0,1.278356858487152,0.0,3.5440311509301977e-63,True
dfv_std_EEG O1,Control,COBRAD,T-test,20.531012828629258,1.4237532950642935e-57,-2.6981894305758747,4.424497242677016,0.5587797345684825,1.6001431413589968,0.9076822937338299,4.188263416223105,0.0,0.8080706084883658,0.0,2.4773307334118708e-55,True
min_EEG O2,Control,COBRAD,Mann-Whitney U,1242.0,5.826544321271432e-29,1.1105078316583692,-4.23396642173087e-05,-1.278353840505696e-05,1.8635334977600244e-05,3.977539664353333e-05,-3.809288141369617e-05,0.0,1.0237467145034444e-05,0.0,3.4366735996651838e-28,True
